id,callnumber,mainentry,isbn,title,author,placeofpublication,publisher,year,edition,physicaldesc,series,notesarea,subject,addedentry,price,copies,date,note,source
566,,,,"???? ???? ????? ???????? ?????? ??????? majalat majmae alfiqh alaslamii aldawrat alraabiea

",?. ???? ?????? ??? ?????? Dr. Muhammad Al-Habib Ibn Al-Jubeh,,????? ??????? ???????? Pertubuhan Persidangan Islam,1990,j1 b6,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
567,,,,??? ?????? ???? ?????? fath alghifar bisharh almanar,?????? ??????? ??? ????? ?? ??????? ?? ???? ??? ???? ?????? Imam Zain Al-Din Bin Ibrahim Bin Muhammad Bin Najim Al-Hanafi,?????-?????,??? ????? ???????,2001,e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
568,,,,????? ??????? ?? ???? ?????? alfiqh almaliki fi thawbih aljadid,???? ???? ?????? Muhammad Bashir Al-Shaqfa,????,??? ?????,1997,e1 j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
569,,,,?? ??? ?????? min fiqh aldaewa,????? ????? mustafaa mashhur,,??? ??????? ?????? ?????????,1995,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
570,,,,?? ??? ?????? min fiqh aldaewa,????? ????? mustafaa mashhur,,??? ??????? ?????? ?????????,1995,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
571,,,,???? ?????? ?? ??? ?????? ??? ???? ?????? ???? ?? ???? Manaru al-sabil fi syarhi al-dalil a'la mazhab al-imam Ahmad bin Hanbali,????? ??????? ?? ???? ?? ???? ?? ????? Syeikh Ibrahim bin Muhammad bin Salem bin Soyan,?????-?????,??? ????? ???????,1997,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
572,,,,???? ?????? ?? ??? ?????? ??? ???? ?????? ???? ?? ???? Manaru al-sabil fi syarhi al-dalil a'la mazhab al-imam Ahmad bin Hanbali,????? ??????? ?? ???? ?? ???? ?? ????? Syeikh Ibrahim bin Muhammad bin Salem bin Soyan,?????-?????,??? ????? ???????,1997,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
573,,,,"????? ?????? ?? ???? ????? albahr almuhit fi 'usul alfiqh
",?????? ??? ????? ???? ?? ????? ?? ??? ???? ??????? Imam Badr Al-Din Muhammad bin Bahader bin Abdullah Al-Zarkashi,?????-?????,??? ????? ???????,2000,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
574,,,,"????? ?????? ?? ???? ????? albahr almuhit fi 'usul alfiqh
",?????? ??? ????? ???? ?? ????? ?? ??? ???? ??????? Imam Badr Al-Din Muhammad bin Bahader bin Abdullah Al-Zarkashi,?????-?????,??? ????? ???????,2000,j3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
575,,,,"????? ?????? ?? ???? ????? albahr almuhit fi 'usul alfiqh
",?????? ??? ????? ???? ?? ????? ?? ??? ???? ??????? Imam Badr Al-Din Muhammad bin Bahader bin Abdullah Al-Zarkashi,?????-?????,??? ????? ???????,2000,j4,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
576,,,,"????? ?????? ?? ???? ????? albahr almuhit fi 'usul alfiqh
",?????? ??? ????? ???? ?? ????? ?? ??? ???? ??????? Imam Badr Al-Din Muhammad bin Bahader bin Abdullah Al-Zarkashi,?????-?????,??? ????? ???????,2000,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
577,,,,???? ????? ?????? ??????? ??? ????? ??????? kitab alsayl aljaraar almutadafiq ealaa hadayiq al'azhar,???? ?? ??? ???????? Mohammed bin Ali Al-Shawkani,?????-?????,??? ????? ???????,,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
578,,,,???? ????? ?????? ??????? ??? ????? ??????? kitab alsayl aljaraar almutadafiq ealaa hadayiq al'azhar,???? ?? ??? ???????? Mohammed bin Ali Al-Shawkani,?????-?????,??? ????? ???????,,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
579,,,,???? ????? ?????? ??????? ??? ????? ??????? kitab alsayl aljaraar almutadafiq ealaa hadayiq al'azhar,???? ?? ??? ???????? Mohammed bin Ali Al-Shawkani,?????-?????,??? ????? ???????,,j3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
580,,,,???? ????? ?????? ??????? ??? ????? ??????? kitab alsayl aljaraar almutadafiq ealaa hadayiq al'azhar,???? ?? ??? ???????? Mohammed bin Ali Al-Shawkani,?????-?????,??? ????? ???????,,j4,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
581,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
582,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
583,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
584,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j4,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
585,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j5,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
586,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j6,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
587,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j7,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
588,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j8,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
589,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j9,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
590,,,,?? ??????? radu almukhtar,??? ?????? Ibnu Abdeen,?????-?????,??? ????? ???????,1994,j10,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
591,,,,"????? ??????? ??? ??? ??????? nihayat almuhtaj 'iilaa sharh alminhaj
",??? ????? ???? ?? ??? ?????? ???? ?? ???? Shams Al-Din Muhammad bin Abi Al-Abbas Ahmed bin Hamza,?????-?????,??? ????? ???????,1993,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
592,,,,"????? ??????? ??? ??? ??????? nihayat almuhtaj 'iilaa sharh alminhaj
",??? ????? ???? ?? ??? ?????? ???? ?? ???? Shams Al-Din Muhammad bin Abi Al-Abbas Ahmed bin Hamza,?????-?????,??? ????? ???????,1993,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
593,,,,"????? ??????? ??? ??? ??????? nihayat almuhtaj 'iilaa sharh alminhaj
",??? ????? ???? ?? ??? ?????? ???? ?? ???? Shams Al-Din Muhammad bin Abi Al-Abbas Ahmed bin Hamza,?????-?????,??? ????? ???????,1993,j3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
594,,,,"????? ??????? ??? ??? ??????? nihayat almuhtaj 'iilaa sharh alminhaj
",??? ????? ???? ?? ??? ?????? ???? ?? ???? Shams Al-Din Muhammad bin Abi Al-Abbas Ahmed bin Hamza,?????-?????,??? ????? ???????,1993,j4,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
595,,,,"????? ??????? ??? ??? ??????? nihayat almuhtaj 'iilaa sharh alminhaj
",??? ????? ???? ?? ??? ?????? ???? ?? ???? Shams Al-Din Muhammad bin Abi Al-Abbas Ahmed bin Hamza,?????-?????,??? ????? ???????,1993,j5,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
596,,,,"????? ??????? ??? ??? ??????? nihayat almuhtaj 'iilaa sharh alminhaj
",??? ????? ???? ?? ??? ?????? ???? ?? ???? Shams Al-Din Muhammad bin Abi Al-Abbas Ahmed bin Hamza,?????-?????,??? ????? ???????,1993,j6,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
597,,,,"????? ??????? ??? ??? ??????? nihayat almuhtaj 'iilaa sharh alminhaj
",??? ????? ???? ?? ??? ?????? ???? ?? ???? Shams Al-Din Muhammad bin Abi Al-Abbas Ahmed bin Hamza,?????-?????,??? ????? ???????,1993,j7,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
598,,,,"????? ??????? ??? ??? ??????? nihayat almuhtaj 'iilaa sharh alminhaj
",??? ????? ???? ?? ??? ?????? ???? ?? ???? Shams Al-Din Muhammad bin Abi Al-Abbas Ahmed bin Hamza,?????-?????,??? ????? ???????,1993,j8,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
599,,,,????????? ?????? ?? ???????? ????? ?? ???? ???????? Petunjuk yang jelas dalam tujuh bacaan dari jalan Shatbya,???? ???? ????? Muhammad Salim Muhsin,?????,??? ?????,1997,,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
600,,,,?? ????? dhuma alhawaa,??? ????? ??? ?????? ?? ??? ?? ???? ?? ??? ??? ??????Abi Al-Faraj Abdul Rahman bin Ali bin Muhammad bin Ali ibn Al-Jawzi,?????-?????,??? ????? ???????,1999,e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
601,,,,???????? aliashtiqaq,??? ??? ???? ?? ????? ???? Abu Bakar Muhammad bin Al-Hassan Duraid,?????,??? ?????,1991,e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
602,,,,?????? ??? ????? ??????Mausu'ah fiqh Al-hasan Al-basri,???? ???? ???? ?? Muhammad Ruwwas Qul'ah Ji,?????-?????,??? ???????,1996,e2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
603,,,,"??? ??? ??????? ????? ??? ?????? ????? sharh kashf alshubhat wayalih sharh al'usul alsita
",???? ?? ???? ???????? muhamad bn salih aleuthaymin,??????? ??????? ????????,??? ?????? ?????,1997,e3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
604,,,,?????? ?????? Al-Quran Al-karim,,????,??? ??? ????,,e6,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
605,,,,????? ????? ?????? ????? ?? ??????? 'iinba' alghamar bi'abna' aleumr fi altaarikh,???? ????? ??? ????? ???? ?? ??? ?? ??? Shihab al-Din Abi al-Fadl Ahmed bin Ali bin Hajar,?????-?????,??? ????? ???????,1986,j1-2 e2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
606,,,,????? ????? ?????? ????? ?? ??????? 'iinba' alghamar bi'abna' aleumr fi altaarikh,???? ????? ??? ????? ???? ?? ??? ?? ??? Shihab al-Din Abi al-Fadl Ahmed bin Ali bin Hajar,?????-?????,??? ????? ???????,1986,j3-4 e2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
607,,,,????? ????? ?????? ????? ?? ??????? 'iinba' alghamar bi'abna' aleumr fi altaarikh,???? ????? ??? ????? ???? ?? ??? ?? ??? Shihab al-Din Abi al-Fadl Ahmed bin Ali bin Hajar,?????-?????,??? ????? ???????,1986,j5-6 e2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
608,,,,????? ????? ?????? ????? ?? ??????? 'iinba' alghamar bi'abna' aleumr fi altaarikh,???? ????? ??? ????? ???? ?? ??? ?? ??? Shihab al-Din Abi al-Fadl Ahmed bin Ali bin Hajar,?????-?????,??? ????? ???????,1986,j7 e2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
609,,,,??? ????? ????? ?????? ?? ?????? ???? ??????? ????? ??????? dar' taearud aleaql walnaql 'aw muafaqat sahih almanqul lisarih almaequl,??? ??????? ??? ????? ???? ?? ??? ?????? ?? ??? ?????? ??? ????? ??????? ??????? Syeikh Al-Islam Taqi Al-Din Ahmed bin Abdul Halim bin Abdul Salam bin Taymiyyah Al-Dimashqi Al-Hanbali,?????-?????,??? ????? ???????,1997,j1 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
610,,,,??? ????? ????? ?????? ?? ?????? ???? ??????? ????? ??????? dar' taearud aleaql walnaql 'aw muafaqat sahih almanqul lisarih almaequl,??? ??????? ??? ????? ???? ?? ??? ?????? ?? ??? ?????? ??? ????? ??????? ??????? Syeikh Al-Islam Taqi Al-Din Ahmed bin Abdul Halim bin Abdul Salam bin Taymiyyah Al-Dimashqi Al-Hanbali,?????-?????,??? ????? ???????,1997,j2 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
611,,,,??? ????? ????? ?????? ?? ?????? ???? ??????? ????? ??????? dar' taearud aleaql walnaql 'aw muafaqat sahih almanqul lisarih almaequl,??? ??????? ??? ????? ???? ?? ??? ?????? ?? ??? ?????? ??? ????? ??????? ??????? Syeikh Al-Islam Taqi Al-Din Ahmed bin Abdul Halim bin Abdul Salam bin Taymiyyah Al-Dimashqi Al-Hanbali,?????-?????,??? ????? ???????,1997,j3 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
612,,,,??? ????? ????? ?????? ?? ?????? ???? ??????? ????? ??????? dar' taearud aleaql walnaql 'aw muafaqat sahih almanqul lisarih almaequl,??? ??????? ??? ????? ???? ?? ??? ?????? ?? ??? ?????? ??? ????? ??????? ??????? Syeikh Al-Islam Taqi Al-Din Ahmed bin Abdul Halim bin Abdul Salam bin Taymiyyah Al-Dimashqi Al-Hanbali,?????-?????,??? ????? ???????,1997,j4 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
613,,,,??? ????? ????? ?????? ?? ?????? ???? ??????? ????? ??????? dar' taearud aleaql walnaql 'aw muafaqat sahih almanqul lisarih almaequl,??? ??????? ??? ????? ???? ?? ??? ?????? ?? ??? ?????? ??? ????? ??????? ??????? Syeikh Al-Islam Taqi Al-Din Ahmed bin Abdul Halim bin Abdul Salam bin Taymiyyah Al-Dimashqi Al-Hanbali,?????-?????,??? ????? ???????,1997,j5 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
614,,,,????? ??? ??????? mukhtasar shaeb al'iiman,??????? Al-Baihaqi,????- ?????,??? ??? ????,1987,e3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
615,,,,"????? ???????? ?? ??? ????? ???? ?????? alnuwr al'iislamiu fi sharh asma' allah alhusnaa
",?????? ???? ????? Suleiman Sami Mahmoud,???????,??? ????????,1990,,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
616,,,,"???????? ??????? ?? ??? ??????? ??????? alfutuhat alalahiat fi sharh almabahith al'aslia
","???? ?? ???? ?? ????? ?????? 'ahmad bin muhamad bn eajibat alhusnaa
",?????-?????,??? ????? ???????,2000,e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
617,,,,"???? ??????? ??? ???? ??????? ?? ??? ????? hadi alarwah 'iilaa bilad al'afrah 'aw sifat aljana
",??? ??? ??????? Ibn Qayyim al-Jawziyya,?????,????? ???????,1994,e2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
618,,,,?? ??? ?????? fi eilm alkalam,?. ???? ????? ???? Dr. Ahmad Mahmud Subhi,?????,??? ?????? ???????,1991,e5 j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
619,,,,?? ??? ?????? fi eilm alkalam,?. ???? ????? ???? Dr. Ahmad Mahmud Subhi,?????,??? ?????? ???????,1991,e5 j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
620,,,,?? ??? ?????? fi eilm alkalam,?. ???? ????? ???? Dr. Ahmad Mahmud Subhi,?????,??? ?????? ???????,1991,e3 j3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
621,,,,?????? ??????? ??????? alsiyrat alnabawiat alsharifa,?. ???? ????? ????? Dr. Mohamed Bayoumi Mahran,?????,??? ?????? ???????,1990,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
622,,,,?????? ????? ?????? alduea' aisrar alquran,"????? ??? ?????? ?????? alsayid eabd alhusayn distaghib
",?????-?????,??? ???????,1991,e1 j1-2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
623,,,,??????? ???????? ??????? altanzim wal'adarat alhaditha,?. ???? ???? ??? Dr. Hamdi Fouad Ali,?????,??? ?????? ???????,1981,,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
624,,,,??? ???????? Ilmu Ekonomi,?. ???? ?????? Dr. Ahmed Al Hosary,???????,????? ??????? ????????,1991,,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
625,,,,?????? ?????? ???????? aiqtida' alsirat almustaqim,???? ?? ??? ?????? ?? ??? ?????? ??? ????? Ahmed bin Abdul Halim bin Abdul Salam bin Taymiyyah,???????,??? ??????,,,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
626,,,,??????? ?? ????? ??????? al'asabat fi tamyiz alsahaba,?????? ??? ??? ????????? Imam Ibn Hajar al-Asqalani,?????-?????,??? ????? ???????,1995,e1 j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
627,,,,??????? ?? ????? ??????? al'asabat fi tamyiz alsahaba,?????? ??? ??? ????????? Imam Ibn Hajar al-Asqalani,?????-?????,??? ????? ???????,1995,e1 j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
628,,,,??????? ?? ????? ??????? al'asabat fi tamyiz alsahaba,?????? ??? ??? ????????? Imam Ibn Hajar al-Asqalani,?????-?????,??? ????? ???????,1995,e1 j3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
629,,,,??????? ?? ????? ??????? al'asabat fi tamyiz alsahaba,?????? ??? ??? ????????? Imam Ibn Hajar al-Asqalani,?????-?????,??? ????? ???????,1995,e1 j4,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
630,,,,??????? ?? ????? ??????? al'asabat fi tamyiz alsahaba,?????? ??? ??? ????????? Imam Ibn Hajar al-Asqalani,?????-?????,??? ????? ???????,1995,e1 j5,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
631,,,,??????? ?? ????? ??????? al'asabat fi tamyiz alsahaba,?????? ??? ??? ????????? Imam Ibn Hajar al-Asqalani,?????-?????,??? ????? ???????,1995,e1 j6,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
632,,,,??????? ?? ????? ??????? al'asabat fi tamyiz alsahaba,?????? ??? ??? ????????? Imam Ibn Hajar al-Asqalani,?????-?????,??? ????? ???????,1995,e1 j7,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
633,,,,??????? ?? ????? ??????? al'asabat fi tamyiz alsahaba,?????? ??? ??? ????????? Imam Ibn Hajar al-Asqalani,?????-?????,??? ????? ???????,1995,e1 j8,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
634,,,,??????? ?? ????? ??????? al'asabat fi tamyiz alsahaba,?????? ??? ??? ????????? Imam Ibn Hajar al-Asqalani,?????-?????,??? ????? ???????,1995,e1 j9,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
635,,,,???? al'umu,?????? ??????? al'iimam alshaafieiu,,????? ??????? ??????? ????????,1995,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
636,,,,???? al'umu,?????? ??????? al'iimam alshaafieiu,,????? ??????? ??????? ????????,1995,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
637,,,,???? al'umu,?????? ??????? al'iimam alshaafieiu,,????? ??????? ??????? ????????,1995,j3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
638,,,,???? al'umu,?????? ??????? al'iimam alshaafieiu,,????? ??????? ??????? ????????,1995,j4,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
639,,,,???? al'umu,?????? ??????? al'iimam alshaafieiu,,????? ??????? ??????? ????????,1995,j5,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
640,,,,?????? ??? ?????? Penjelasan persuasif kreatif,??? ????? ????? ????? ??????? ?? ???? ?? ??? ???? ?? ???? ??? ???? ??????? Abi Ishaq Burhan Al-Din Ibrahim bin Muhammad bin Abdullah bin Muhammad bin Muflih Al-Hanbali,?????-?????,??? ????? ???????,1997,j1 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
641,,,,?????? ??? ?????? Penjelasan persuasif kreatif,??? ????? ????? ????? ??????? ?? ???? ?? ??? ???? ?? ???? ??? ???? ??????? Abi Ishaq Burhan Al-Din Ibrahim bin Muhammad bin Abdullah bin Muhammad bin Muflih Al-Hanbali,?????-?????,??? ????? ???????,1997,j2 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
642,,,,?????? ??? ?????? Penjelasan persuasif kreatif,??? ????? ????? ????? ??????? ?? ???? ?? ??? ???? ?? ???? ??? ???? ??????? Abi Ishaq Burhan Al-Din Ibrahim bin Muhammad bin Abdullah bin Muhammad bin Muflih Al-Hanbali,?????-?????,??? ????? ???????,1997,j3 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
643,,,,?????? ??? ?????? Penjelasan persuasif kreatif,??? ????? ????? ????? ??????? ?? ???? ?? ??? ???? ?? ???? ??? ???? ??????? Abi Ishaq Burhan Al-Din Ibrahim bin Muhammad bin Abdullah bin Muhammad bin Muflih Al-Hanbali,?????-?????,??? ????? ???????,1997,j4 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
644,,,,?????? ??? ?????? Penjelasan persuasif kreatif,??? ????? ????? ????? ??????? ?? ???? ?? ??? ???? ?? ???? ??? ???? ??????? Abi Ishaq Burhan Al-Din Ibrahim bin Muhammad bin Abdullah bin Muhammad bin Muflih Al-Hanbali,?????-?????,??? ????? ???????,1997,j5 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
645,,,,?????? ??? ?????? Penjelasan persuasif kreatif,??? ????? ????? ????? ??????? ?? ???? ?? ??? ???? ?? ???? ??? ???? ??????? Abi Ishaq Burhan Al-Din Ibrahim bin Muhammad bin Abdullah bin Muhammad bin Muflih Al-Hanbali,?????-?????,??? ????? ???????,1997,j6 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
646,,,,?????? ??? ?????? Penjelasan persuasif kreatif,??? ????? ????? ????? ??????? ?? ???? ?? ??? ???? ?? ???? ??? ???? ??????? Abi Ishaq Burhan Al-Din Ibrahim bin Muhammad bin Abdullah bin Muhammad bin Muflih Al-Hanbali,?????-?????,??? ????? ???????,1997,j7 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
647,,,,?????? ??? ?????? Penjelasan persuasif kreatif,??? ????? ????? ????? ??????? ?? ???? ?? ??? ???? ?? ???? ??? ???? ??????? Abi Ishaq Burhan Al-Din Ibrahim bin Muhammad bin Abdullah bin Muhammad bin Muflih Al-Hanbali,?????-?????,??? ????? ???????,1997,j8 e1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
648,,,,???? ???????? Rauddatu Al-Tholibain,???? ??? ????? ???? ?? ??? ?????? ??????? Imam Abi Zakaria Yahya Bin Sharif Al-nawawi Al-damsyiqi,?????-?????,??? ????? ???????,2000,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
649,,,,???? ???????? Rauddatu Al-Tholibain,???? ??? ????? ???? ?? ??? ?????? ??????? Imam Abi Zakaria Yahya Bin Sharif Al-nawawi Al-damsyiqi,?????-?????,??? ????? ???????,2000,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
650,,,,???? ???????? Rauddatu Al-Tholibain,???? ??? ????? ???? ?? ??? ?????? ??????? Imam Abi Zakaria Yahya Bin Sharif Al-nawawi Al-damsyiqi,?????-?????,??? ????? ???????,2000,j3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
651,,,,???? ???????? Rauddatu Al-Tholibain,???? ??? ????? ???? ?? ??? ?????? ??????? Imam Abi Zakaria Yahya Bin Sharif Al-nawawi Al-damsyiqi,?????-?????,??? ????? ???????,2000,j4,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
652,,,,???? ???????? Rauddatu Al-Tholibain,???? ??? ????? ???? ?? ??? ?????? ??????? Imam Abi Zakaria Yahya Bin Sharif Al-nawawi Al-damsyiqi,?????-?????,??? ????? ???????,2000,j5,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
653,,,,???? ???????? Rauddatu Al-Tholibain,???? ??? ????? ???? ?? ??? ?????? ??????? Imam Abi Zakaria Yahya Bin Sharif Al-nawawi Al-damsyiqi,?????-?????,??? ????? ???????,2000,j6,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
654,,,,???? ???????? Rauddatu Al-Tholibain,???? ??? ????? ???? ?? ??? ?????? ??????? Imam Abi Zakaria Yahya Bin Sharif Al-nawawi Al-damsyiqi,?????-?????,??? ????? ???????,2000,j7,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
655,,,,?????? hashita,?????? ?????? Qalyubi dan Umairah,?????-?????,??? ????? ???????,1997,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
656,,,,?????? hashita,?????? ?????? Qalyubi dan Umairah,?????-?????,??? ????? ???????,1997,j2,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
657,,,,?????? hashita,?????? ?????? Qalyubi dan Umairah,?????-?????,??? ????? ???????,1997,j3,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
658,,,,?????? hashita,?????? ?????? Qalyubi dan Umairah,?????-?????,??? ????? ???????,1997,j4,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
659,,,,??????? ?? ????? ?????? ?? ?????? ??? ???? ?????? ???? ?? ???? Keadilan dalam mengetahui yang paling tepat dari perselisihan mengenai mazhab Imam Ahmad bin Hanbal,???? ???? ????? ??? ????? ??? ?? ?????? ?? ???? Imam Alauddin Abi Al-Hassan Ali bin Suleiman bin Ahmed,?????-?????,??? ????? ???????,1997,j1,,,,,,,,,,Waqaf Dato Haji Sharani Abdullah
